commence_time,home_team,away_team
2022-01-29T01:40:00Z,San Antonio Spurs,Chicago Bulls
2021-10-20T23:00:00Z,Detroit Pistons,Chicago Bulls
2021-11-18T01:10:00Z,Oklahoma City Thunder,Houston Rockets
2022-02-03T00:10:55Z,Philadelphia 76ers,Washington Wizards
2022-04-24T23:00:00Z,Atlanta Hawks,Miami Heat
2022-11-23T03:00:00Z,Phoenix Suns,Los Angeles Lakers
2021-11-25T01:10:31Z,Minnesota Timberwolves,Miami Heat
2022-12-15T02:10:55Z,Denver Nuggets,Washington Wizards
2022-10-22T22:15:00Z,Philadelphia 76ers,San Antonio Spurs
2022-11-22T01:10:00Z,Chicago Bulls,Boston Celtics
2021-11-18T00:10:53Z,Charlotte Hornets,Washington Wizards
2022-05-13T23:47:24Z,Milwaukee Bucks,Boston Celtics
2022-04-11T01:40:00Z,Portland Trail Blazers,Utah Jazz
2022-02-27T20:40:00Z,Phoenix Suns,Utah Jazz
2022-03-27T22:10:00Z,Phoenix Suns,Philadelphia 76ers
2021-12-07T03:10:00Z,Golden State Warriors,Orlando Magic
2022-03-19T00:40:13Z,San Antonio Spurs,New Orleans Pelicans
2022-03-10T00:40:00Z,Milwaukee Bucks,Atlanta Hawks
2022-01-02T00:40:00Z,Brooklyn Nets,Los Angeles Clippers
2021-12-03T00:40:00Z,Toronto Raptors,Milwaukee Bucks
2022-03-27T00:10:00Z,Miami Heat,Brooklyn Nets
2022-04-06T02:40:00Z,Phoenix Suns,Los Angeles Lakers
2021-11-15T00:10:00Z,Houston Rockets,Phoenix Suns
2022-01-11T00:10:14Z,Detroit Pistons,Utah Jazz
2022-01-01T23:40:00Z,Milwaukee Bucks,New Orleans Pelicans
2022-12-09T01:40:12Z,San Antonio Spurs,Houston Rockets
2023-01-05T03:10:00Z,Los Angeles Lakers,Miami Heat
2022-12-01T00:40:00Z,Brooklyn Nets,Washington Wizards
2021-10-30T23:40:25Z,Indiana Pacers,Toronto Raptors
2022-01-10T01:41:26Z,Golden State Warriors,Cleveland Cavaliers
2021-12-07T02:10:00Z,Phoenix Suns,San Antonio Spurs
2022-01-27T01:11:30Z,Brooklyn Nets,Denver Nuggets
2022-02-05T00:40:00Z,Toronto Raptors,Atlanta Hawks
2022-03-12T01:10:00Z,Houston Rockets,Dallas Mavericks
2022-10-28T02:10:00Z,Sacramento Kings,Memphis Grizzlies
2022-03-26T23:10:34Z,Orlando Magic,Sacramento Kings
2021-12-04T03:10:00Z,Los Angeles Lakers,Los Angeles Clippers
2021-12-27T02:10:00Z,Los Angeles Clippers,Denver Nuggets
2022-03-13T17:10:40Z,Brooklyn Nets,New York Knicks
2022-03-28T23:05:00Z,Charlotte Hornets,Denver Nuggets
2022-10-23T00:09:00Z,Milwaukee Bucks,Houston Rockets
2022-12-04T01:10:00Z,Toronto Raptors,Orlando Magic
2022-01-24T00:10:36Z,Charlotte Hornets,Atlanta Hawks
2022-12-25T22:00:00Z,Boston Celtics,Milwaukee Bucks
2021-12-18T03:05:00Z,Sacramento Kings,Memphis Grizzlies
2021-12-08T00:35:00Z,Dallas Mavericks,Brooklyn Nets
2022-12-07T03:00:00Z,Denver Nuggets,Dallas Mavericks
2022-02-27T22:10:00Z,Indiana Pacers,Boston Celtics
2022-03-23T23:40:48Z,Boston Celtics,Utah Jazz
2022-12-23T02:10:00Z,Utah Jazz,Washington Wizards
2022-11-27T01:00:00Z,Houston Rockets,Oklahoma City Thunder
2022-10-29T23:40:00Z,Brooklyn Nets,Indiana Pacers
2022-12-16T01:10:00Z,Houston Rockets,Miami Heat
2022-04-17T19:30:00Z,Boston Celtics,Brooklyn Nets
2022-01-01T00:40:00Z,Toronto Raptors,Los Angeles Clippers
2022-01-01T00:10:00Z,Houston Rockets,Miami Heat
2021-10-20T23:45:00Z,New York Knicks,Boston Celtics
2021-10-30T02:10:00Z,Portland Trail Blazers,Los Angeles Clippers
2022-03-13T01:11:14Z,San Antonio Spurs,Indiana Pacers
2022-04-14T01:30:00Z,New Orleans Pelicans,San Antonio Spurs
2021-12-04T02:10:00Z,Utah Jazz,Boston Celtics
2021-12-04T00:40:00Z,Atlanta Hawks,Philadelphia 76ers
2021-11-14T00:40:00Z,Toronto Raptors,Detroit Pistons
2022-01-26T00:10:00Z,Detroit Pistons,Denver Nuggets
2022-02-26T00:40:00Z,New York Knicks,Miami Heat
2022-01-16T00:40:00Z,Atlanta Hawks,New York Knicks
2021-10-21T00:42:12Z,San Antonio Spurs,Orlando Magic
2022-03-04T00:40:57Z,Brooklyn Nets,Miami Heat
2021-12-12T01:10:26Z,Cleveland Cavaliers,Sacramento Kings
2022-01-26T01:10:00Z,Houston Rockets,San Antonio Spurs
2022-11-29T00:40:00Z,Brooklyn Nets,Orlando Magic
2022-05-04T01:30:00Z,Memphis Grizzlies,Golden State Warriors
2021-12-17T01:10:00Z,Houston Rockets,New York Knicks
2021-12-22T00:31:18Z,Miami Heat,Indiana Pacers
2022-11-22T00:10:00Z,Cleveland Cavaliers,Atlanta Hawks
2021-11-01T23:40:00Z,Atlanta Hawks,Washington Wizards
2022-12-14T00:30:00Z,Milwaukee Bucks,Golden State Warriors
2022-11-23T00:30:00Z,Philadelphia 76ers,Brooklyn Nets
2022-12-10T00:40:36Z,Cleveland Cavaliers,Sacramento Kings
2021-11-28T22:10:17Z,Indiana Pacers,Milwaukee Bucks
2021-12-29T03:10:00Z,Golden State Warriors,Denver Nuggets
2022-03-12T00:10:46Z,Orlando Magic,Minnesota Timberwolves
2021-11-11T02:10:00Z,Phoenix Suns,Portland Trail Blazers
2022-02-16T00:33:37Z,Philadelphia 76ers,Boston Celtics
2021-11-18T00:40:00Z,Atlanta Hawks,Boston Celtics
2021-12-10T01:10:00Z,Memphis Grizzlies,Los Angeles Lakers
2022-02-28T00:10:00Z,Charlotte Hornets,Detroit Pistons
2022-12-09T01:40:00Z,San Antonio Spurs,Houston Rockets
2022-05-19T00:30:00Z,Golden State Warriors,Dallas Mavericks
2021-10-26T01:10:54Z,Denver Nuggets,Cleveland Cavaliers
2022-03-13T01:40:51Z,Golden State Warriors,Milwaukee Bucks
2022-03-19T02:10:00Z,Phoenix Suns,Chicago Bulls
2021-10-21T02:00:00Z,Portland Trail Blazers,Sacramento Kings
2022-10-31T01:10:00Z,Phoenix Suns,Houston Rockets
2022-11-15T00:40:00Z,Miami Heat,Phoenix Suns
2022-02-15T00:11:11Z,Washington Wizards,Detroit Pistons
2021-12-14T01:40:00Z,Dallas Mavericks,Charlotte Hornets
2022-01-08T01:10:25Z,Oklahoma City Thunder,Minnesota Timberwolves
2022-11-01T23:30:00Z,Brooklyn Nets,Chicago Bulls
2022-01-08T20:40:00Z,Los Angeles Clippers,Memphis Grizzlies
2022-01-22T01:15:46Z,Milwaukee Bucks,Chicago Bulls
2022-10-28T23:40:53Z,Boston Celtics,Cleveland Cavaliers
2022-04-10T23:12:01Z,New York Knicks,Toronto Raptors
2021-11-27T23:11:10Z,Philadelphia 76ers,Minnesota Timberwolves
2022-02-11T03:05:00Z,Phoenix Suns,Milwaukee Bucks
2022-03-28T23:05:00Z,Cleveland Cavaliers,Orlando Magic
2022-04-26T23:30:00Z,Memphis Grizzlies,Minnesota Timberwolves
2022-01-28T00:35:44Z,Philadelphia 76ers,Los Angeles Lakers
2022-10-30T22:10:31Z,Boston Celtics,Washington Wizards
2021-11-18T00:42:06Z,Miami Heat,New Orleans Pelicans
2021-11-06T02:10:00Z,Golden State Warriors,New Orleans Pelicans
2022-03-02T00:41:01Z,Toronto Raptors,Brooklyn Nets
2021-11-20T01:10:00Z,New Orleans Pelicans,Los Angeles Clippers
2022-11-08T03:10:00Z,Golden State Warriors,Sacramento Kings
2022-03-17T00:10:59Z,Minnesota Timberwolves,Los Angeles Lakers
2022-12-04T23:10:00Z,Brooklyn Nets,Boston Celtics
2022-10-19T23:14:00Z,Indiana Pacers,Washington Wizards
2022-12-04T23:10:00Z,New York Knicks,Cleveland Cavaliers
2022-03-19T00:40:00Z,San Antonio Spurs,New Orleans Pelicans
2022-02-02T00:10:00Z,Detroit Pistons,New Orleans Pelicans
2021-11-20T00:40:00Z,Boston Celtics,Los Angeles Lakers
2022-01-06T00:40:37Z,Indiana Pacers,Brooklyn Nets
2021-11-18T00:40:00Z,New York Knicks,Orlando Magic
2022-03-21T23:10:00Z,Detroit Pistons,Portland Trail Blazers
2022-04-23T18:00:00Z,Toronto Raptors,Philadelphia 76ers
2022-10-29T23:10:00Z,Charlotte Hornets,Golden State Warriors
2022-12-01T02:10:57Z,Denver Nuggets,Houston Rockets
2022-03-10T00:10:00Z,Charlotte Hornets,Boston Celtics
2021-11-07T02:10:00Z,Phoenix Suns,Atlanta Hawks
2021-12-09T03:14:03Z,Golden State Warriors,Portland Trail Blazers
2022-11-17T03:00:00Z,Denver Nuggets,New York Knicks
2021-12-19T00:40:39Z,Brooklyn Nets,Orlando Magic
2022-01-31T01:10:00Z,Phoenix Suns,San Antonio Spurs
2022-03-01T00:40:00Z,Brooklyn Nets,Toronto Raptors
2022-10-23T00:11:04Z,Miami Heat,Toronto Raptors
2022-02-27T18:11:04Z,New York Knicks,Philadelphia 76ers
2022-10-21T23:11:01Z,Charlotte Hornets,New Orleans Pelicans
2021-12-05T20:40:00Z,Cleveland Cavaliers,Utah Jazz
2022-04-01T23:10:04Z,Orlando Magic,Toronto Raptors
2021-11-25T01:10:00Z,Memphis Grizzlies,Toronto Raptors
2021-12-23T00:40:00Z,Boston Celtics,Cleveland Cavaliers
2021-12-23T00:40:00Z,Atlanta Hawks,Orlando Magic
2022-04-01T23:40:00Z,Boston Celtics,Indiana Pacers
2022-10-30T00:10:00Z,Milwaukee Bucks,Atlanta Hawks
2021-12-16T01:10:16Z,Oklahoma City Thunder,New Orleans Pelicans
2022-10-28T23:10:00Z,Detroit Pistons,Atlanta Hawks
2022-03-23T02:00:00Z,Denver Nuggets,Los Angeles Clippers
2021-12-27T01:10:00Z,Chicago Bulls,Indiana Pacers
2022-01-27T01:10:00Z,Brooklyn Nets,Denver Nuggets
2022-01-16T01:11:15Z,Oklahoma City Thunder,Cleveland Cavaliers
2022-03-27T00:10:00Z,Memphis Grizzlies,Milwaukee Bucks
2022-03-31T02:10:00Z,Portland Trail Blazers,New Orleans Pelicans
2021-11-20T03:10:00Z,Sacramento Kings,Toronto Raptors
2021-11-28T01:00:00Z,Chicago Bulls,Miami Heat
2022-11-12T01:10:00Z,Oklahoma City Thunder,Toronto Raptors
2022-03-07T03:10:00Z,Los Angeles Clippers,New York Knicks
2022-02-26T00:10:00Z,Indiana Pacers,Oklahoma City Thunder
2021-10-23T00:13:31Z,Chicago Bulls,New Orleans Pelicans
2021-12-05T23:10:00Z,Atlanta Hawks,Charlotte Hornets
2022-02-17T00:40:42Z,Indiana Pacers,Washington Wizards
2022-04-05T23:10:00Z,Orlando Magic,Cleveland Cavaliers
2021-11-07T02:40:00Z,Portland Trail Blazers,Los Angeles Lakers
2022-02-13T19:10:00Z,Boston Celtics,Atlanta Hawks
2021-11-14T20:40:00Z,Los Angeles Lakers,San Antonio Spurs
2021-11-18T00:40:00Z,Milwaukee Bucks,Los Angeles Lakers
2021-12-25T19:40:32Z,Milwaukee Bucks,Boston Celtics
2022-12-18T23:10:00Z,Toronto Raptors,Golden State Warriors
2021-12-19T00:10:34Z,Boston Celtics,New York Knicks
2022-01-29T02:10:31Z,Phoenix Suns,Minnesota Timberwolves
2022-04-03T23:10:00Z,Houston Rockets,Minnesota Timberwolves
2022-04-11T01:40:00Z,New Orleans Pelicans,Golden State Warriors
2022-11-12T01:10:28Z,Oklahoma City Thunder,Toronto Raptors
2022-12-01T01:10:00Z,New Orleans Pelicans,Toronto Raptors
2022-01-19T00:41:36Z,New York Knicks,Minnesota Timberwolves
2022-01-24T00:10:00Z,Charlotte Hornets,Atlanta Hawks
2022-03-31T23:10:00Z,Detroit Pistons,Philadelphia 76ers
2021-11-11T01:10:00Z,New Orleans Pelicans,Oklahoma City Thunder
2022-01-20T00:40:00Z,Atlanta Hawks,Minnesota Timberwolves
2022-03-19T00:12:42Z,Miami Heat,Oklahoma City Thunder
2022-10-29T02:10:00Z,Portland Trail Blazers,Houston Rockets
2021-11-01T23:40:00Z,Boston Celtics,Chicago Bulls
2022-11-24T00:10:30Z,Charlotte Hornets,Philadelphia 76ers
2022-02-01T00:41:17Z,New York Knicks,Sacramento Kings
2022-04-10T19:40:00Z,Brooklyn Nets,Indiana Pacers
2023-01-03T03:10:00Z,Portland Trail Blazers,Detroit Pistons
2022-10-23T00:00:00Z,Chicago Bulls,Cleveland Cavaliers
2022-01-19T03:10:00Z,Golden State Warriors,Detroit Pistons
2021-11-16T01:10:00Z,Dallas Mavericks,Denver Nuggets
2022-03-09T00:11:00Z,Charlotte Hornets,Brooklyn Nets
2022-12-04T01:11:06Z,Toronto Raptors,Orlando Magic
2022-11-08T02:40:00Z,San Antonio Spurs,Denver Nuggets
2022-11-10T00:10:40Z,Charlotte Hornets,Portland Trail Blazers
2022-03-12T01:11:46Z,Miami Heat,Cleveland Cavaliers
2021-12-29T01:10:00Z,Houston Rockets,Los Angeles Lakers
2021-12-26T03:40:00Z,Utah Jazz,Dallas Mavericks
2021-12-28T01:40:00Z,San Antonio Spurs,Utah Jazz
2022-03-12T00:40:00Z,Atlanta Hawks,Los Angeles Clippers
2021-12-09T00:10:20Z,Detroit Pistons,Washington Wizards
2022-01-27T00:45:43Z,Miami Heat,New York Knicks
2022-10-23T19:40:00Z,Los Angeles Lakers,Portland Trail Blazers
2022-02-05T00:11:39Z,Detroit Pistons,Boston Celtics
2022-03-04T00:40:00Z,Toronto Raptors,Detroit Pistons
2022-10-29T02:10:00Z,Phoenix Suns,New Orleans Pelicans
2021-11-28T23:10:00Z,Toronto Raptors,Boston Celtics
2022-11-02T23:42:53Z,Miami Heat,Sacramento Kings
2022-12-20T00:00:00Z,Cleveland Cavaliers,Utah Jazz
2022-04-03T17:10:00Z,Boston Celtics,Washington Wizards
2022-12-22T00:43:00Z,Boston Celtics,Indiana Pacers
2021-12-24T00:41:18Z,New York Knicks,Washington Wizards
2022-01-18T00:40:00Z,Miami Heat,Toronto Raptors
2022-11-01T02:40:00Z,Los Angeles Clippers,Houston Rockets
2022-01-14T01:41:29Z,Brooklyn Nets,Oklahoma City Thunder
2022-02-17T00:40:55Z,Boston Celtics,Detroit Pistons
2021-11-27T02:10:50Z,Denver Nuggets,Milwaukee Bucks
2022-11-27T22:00:00Z,Atlanta Hawks,Miami Heat
2022-12-10T00:10:00Z,Charlotte Hornets,New York Knicks
2021-10-28T23:11:12Z,Washington Wizards,Atlanta Hawks
2022-02-05T02:10:00Z,Utah Jazz,Brooklyn Nets
2022-12-19T00:10:16Z,Minnesota Timberwolves,Chicago Bulls
2021-12-23T01:10:00Z,Milwaukee Bucks,Houston Rockets
2022-04-11T01:40:00Z,Los Angeles Clippers,Oklahoma City Thunder
2022-12-24T00:00:00Z,Philadelphia 76ers,Los Angeles Clippers
2022-03-19T23:10:41Z,Charlotte Hornets,Dallas Mavericks
2022-12-18T23:11:16Z,Toronto Raptors,Golden State Warriors
2021-12-12T01:10:00Z,Miami Heat,Chicago Bulls
2022-02-17T01:11:37Z,Memphis Grizzlies,Portland Trail Blazers
2022-02-08T01:10:00Z,Oklahoma City Thunder,Golden State Warriors
2021-11-11T02:10:00Z,Denver Nuggets,Indiana Pacers
2022-03-15T23:10:43Z,Orlando Magic,Brooklyn Nets
2022-11-17T00:40:00Z,Toronto Raptors,Miami Heat
2022-11-13T01:40:00Z,Dallas Mavericks,Portland Trail Blazers
2022-11-30T00:32:25Z,Dallas Mavericks,Golden State Warriors
2022-11-08T02:00:00Z,Memphis Grizzlies,Boston Celtics
2021-12-30T00:10:43Z,Indiana Pacers,Charlotte Hornets
2022-02-03T00:10:00Z,Indiana Pacers,Orlando Magic
2022-10-29T00:10:00Z,Minnesota Timberwolves,Los Angeles Lakers
2022-03-25T23:40:00Z,Atlanta Hawks,Golden State Warriors
2021-10-31T00:05:00Z,Memphis Grizzlies,Miami Heat
2021-12-20T01:10:00Z,Minnesota Timberwolves,Dallas Mavericks
2022-12-01T02:10:00Z,Phoenix Suns,Chicago Bulls
2022-04-23T00:41:44Z,Chicago Bulls,Milwaukee Bucks
2022-11-27T20:40:29Z,Minnesota Timberwolves,Golden State Warriors
2022-01-22T02:11:17Z,Denver Nuggets,Memphis Grizzlies
2021-12-04T01:10:00Z,Houston Rockets,Orlando Magic
2021-12-11T01:10:47Z,Minnesota Timberwolves,Cleveland Cavaliers
2022-02-03T00:10:00Z,Philadelphia 76ers,Washington Wizards
2022-10-27T01:09:28Z,Utah Jazz,Houston Rockets
2022-05-16T02:00:00Z,Phoenix Suns,Dallas Mavericks
2022-12-11T02:10:00Z,Denver Nuggets,Utah Jazz
2022-11-03T00:10:00Z,Milwaukee Bucks,Detroit Pistons
2022-11-27T23:10:14Z,Orlando Magic,Philadelphia 76ers
2022-11-19T01:10:00Z,Memphis Grizzlies,Oklahoma City Thunder
2022-12-28T00:41:02Z,Toronto Raptors,Los Angeles Clippers
2022-04-05T23:40:00Z,Miami Heat,Charlotte Hornets
2022-12-17T01:10:23Z,Chicago Bulls,New York Knicks
2022-04-30T02:00:00Z,Minnesota Timberwolves,Memphis Grizzlies
2022-12-30T00:40:00Z,Boston Celtics,Los Angeles Clippers
2022-11-27T23:00:00Z,New York Knicks,Memphis Grizzlies
2022-03-12T01:10:54Z,New Orleans Pelicans,Charlotte Hornets
2022-02-13T00:10:00Z,New Orleans Pelicans,San Antonio Spurs
2022-01-26T00:12:01Z,Washington Wizards,Los Angeles Clippers
2022-11-20T03:12:08Z,Portland Trail Blazers,Utah Jazz
2022-12-04T21:10:20Z,San Antonio Spurs,Phoenix Suns
2022-03-09T00:11:05Z,Charlotte Hornets,Brooklyn Nets
2021-11-24T00:10:34Z,Detroit Pistons,Miami Heat
2022-02-12T00:40:00Z,Boston Celtics,Denver Nuggets
2022-12-22T03:40:00Z,Los Angeles Clippers,Charlotte Hornets
2021-12-01T03:00:00Z,Phoenix Suns,Golden State Warriors
2021-10-30T23:41:54Z,Philadelphia 76ers,Atlanta Hawks
2022-11-10T00:10:00Z,Charlotte Hornets,Portland Trail Blazers
2022-11-16T02:10:00Z,Utah Jazz,New York Knicks
2021-10-31T00:40:00Z,Golden State Warriors,Oklahoma City Thunder
2022-12-10T02:10:50Z,Utah Jazz,Minnesota Timberwolves
2021-11-11T00:40:18Z,Boston Celtics,Toronto Raptors
2022-01-26T03:01:00Z,Golden State Warriors,Dallas Mavericks
2022-01-09T00:10:25Z,Charlotte Hornets,Milwaukee Bucks
2021-10-31T01:10:00Z,Minnesota Timberwolves,Denver Nuggets
2021-11-22T01:11:05Z,Phoenix Suns,Denver Nuggets
2022-12-17T00:41:21Z,Boston Celtics,Orlando Magic
2021-12-30T01:10:00Z,Memphis Grizzlies,Los Angeles Lakers
2022-10-23T23:10:00Z,Cleveland Cavaliers,Washington Wizards
2022-02-25T01:12:20Z,Chicago Bulls,Atlanta Hawks
2022-12-22T00:10:00Z,Cleveland Cavaliers,Milwaukee Bucks
2022-04-26T23:00:00Z,Miami Heat,Atlanta Hawks
2021-11-23T02:10:06Z,Utah Jazz,Memphis Grizzlies
2022-01-08T02:10:55Z,Denver Nuggets,Sacramento Kings
2022-11-04T23:10:00Z,Washington Wizards,Brooklyn Nets
2023-01-04T01:10:00Z,Oklahoma City Thunder,Boston Celtics
2022-12-29T00:10:00Z,Detroit Pistons,Orlando Magic
2022-01-27T01:40:26Z,San Antonio Spurs,Memphis Grizzlies
2022-04-03T23:10:41Z,Houston Rockets,Minnesota Timberwolves
2022-04-09T00:13:02Z,Miami Heat,Atlanta Hawks
2022-03-13T02:10:00Z,Utah Jazz,Sacramento Kings
2022-04-16T22:21:09Z,Philadelphia 76ers,Toronto Raptors
2022-03-03T00:10:25Z,Orlando Magic,Indiana Pacers
2021-11-11T00:41:47Z,New York Knicks,Milwaukee Bucks
2021-10-27T02:10:00Z,Utah Jazz,Denver Nuggets
2022-02-28T02:10:00Z,Portland Trail Blazers,Denver Nuggets
2022-12-08T01:10:00Z,Minnesota Timberwolves,Indiana Pacers
2022-01-06T00:10:00Z,Washington Wizards,Houston Rockets
2022-01-06T03:10:00Z,Sacramento Kings,Atlanta Hawks
2022-12-19T02:40:00Z,Los Angeles Lakers,Washington Wizards
2022-02-17T00:40:00Z,Indiana Pacers,Washington Wizards
2021-11-29T02:40:00Z,Los Angeles Lakers,Detroit Pistons
2022-01-16T01:40:00Z,San Antonio Spurs,Los Angeles Clippers
2022-03-30T02:00:00Z,Los Angeles Clippers,Utah Jazz
2022-04-02T01:10:00Z,Denver Nuggets,Minnesota Timberwolves
2022-11-16T02:10:16Z,Utah Jazz,New York Knicks
2021-11-16T03:10:00Z,Portland Trail Blazers,Toronto Raptors
2021-11-27T01:00:00Z,Indiana Pacers,Toronto Raptors
2022-10-29T00:10:00Z,Milwaukee Bucks,New York Knicks
2022-11-26T01:10:18Z,Milwaukee Bucks,Cleveland Cavaliers
2022-01-14T01:11:16Z,Memphis Grizzlies,Minnesota Timberwolves
2022-03-25T01:10:00Z,Denver Nuggets,Phoenix Suns
2022-12-14T00:10:32Z,Philadelphia 76ers,Sacramento Kings
2021-11-18T00:10:00Z,Charlotte Hornets,Washington Wizards
2022-05-01T19:30:00Z,Memphis Grizzlies,Golden State Warriors
2021-10-23T00:14:33Z,Houston Rockets,Oklahoma City Thunder
2021-11-14T01:00:00Z,Cleveland Cavaliers,Boston Celtics
2022-05-28T00:30:00Z,Boston Celtics,Miami Heat
2021-10-27T23:40:34Z,Boston Celtics,Washington Wizards
2021-12-05T01:10:00Z,Milwaukee Bucks,Miami Heat
2022-12-28T00:10:00Z,Washington Wizards,Philadelphia 76ers
2021-11-09T01:40:00Z,Dallas Mavericks,New Orleans Pelicans
2021-12-19T00:40:46Z,Toronto Raptors,Golden State Warriors
2021-11-05T02:40:00Z,Los Angeles Lakers,Oklahoma City Thunder
2021-11-18T00:10:00Z,Detroit Pistons,Indiana Pacers
2021-12-24T00:40:00Z,Miami Heat,Detroit Pistons
2022-03-06T00:10:35Z,Charlotte Hornets,San Antonio Spurs
2022-12-10T00:10:26Z,Orlando Magic,Toronto Raptors
2023-01-03T01:11:28Z,Houston Rockets,Dallas Mavericks
2022-11-19T00:40:00Z,Philadelphia 76ers,Milwaukee Bucks
2021-12-01T03:05:00Z,Phoenix Suns,Golden State Warriors
2022-11-13T01:12:02Z,Miami Heat,Charlotte Hornets
2022-03-10T00:45:56Z,Miami Heat,Phoenix Suns
2021-11-11T00:11:40Z,Cleveland Cavaliers,Washington Wizards
2021-12-15T03:05:00Z,Portland Trail Blazers,Phoenix Suns
2021-10-22T02:10:00Z,Golden State Warriors,Los Angeles Clippers
2022-11-05T23:10:15Z,Charlotte Hornets,Brooklyn Nets
2021-11-24T00:10:00Z,Detroit Pistons,Miami Heat
2022-02-15T01:05:00Z,Chicago Bulls,San Antonio Spurs
2022-03-10T01:10:37Z,Minnesota Timberwolves,Oklahoma City Thunder
2021-12-05T23:10:00Z,Toronto Raptors,Washington Wizards
2021-11-02T00:10:00Z,Memphis Grizzlies,Denver Nuggets
2022-03-15T00:10:00Z,Oklahoma City Thunder,Charlotte Hornets
2022-04-11T01:40:00Z,Denver Nuggets,Los Angeles Lakers
2021-12-19T23:10:00Z,Sacramento Kings,San Antonio Spurs
2021-12-14T00:40:18Z,Atlanta Hawks,Houston Rockets
2022-12-14T01:11:27Z,Houston Rockets,Phoenix Suns
2022-02-04T00:10:00Z,San Antonio Spurs,Miami Heat
2022-03-07T00:40:00Z,Cleveland Cavaliers,Toronto Raptors
2022-03-20T00:10:00Z,Washington Wizards,Los Angeles Lakers
2022-04-01T00:00:00Z,Chicago Bulls,Los Angeles Clippers
2022-03-27T23:10:41Z,New Orleans Pelicans,Los Angeles Lakers
2022-04-21T23:30:00Z,Minnesota Timberwolves,Memphis Grizzlies
2022-03-08T01:40:26Z,San Antonio Spurs,Los Angeles Lakers
2022-12-15T00:10:23Z,Orlando Magic,Atlanta Hawks
2022-12-18T23:10:31Z,Detroit Pistons,Brooklyn Nets
2022-03-18T23:10:00Z,Philadelphia 76ers,Dallas Mavericks
2021-12-04T00:40:00Z,Brooklyn Nets,Minnesota Timberwolves
2022-04-13T23:00:00Z,Atlanta Hawks,Charlotte Hornets
2021-11-25T03:10:00Z,Sacramento Kings,Portland Trail Blazers
2021-12-14T00:40:00Z,Boston Celtics,Milwaukee Bucks
2022-01-24T00:40:23Z,Dallas Mavericks,Memphis Grizzlies
2022-01-30T00:13:20Z,Dallas Mavericks,Indiana Pacers
2022-03-27T00:10:00Z,Cleveland Cavaliers,Chicago Bulls
2022-10-30T01:10:00Z,Utah Jazz,Memphis Grizzlies
2022-12-11T00:10:00Z,Indiana Pacers,Brooklyn Nets
2022-03-14T23:40:20Z,Atlanta Hawks,Portland Trail Blazers
2021-10-22T02:00:00Z,Golden State Warriors,Los Angeles Clippers
2021-10-23T23:13:41Z,Indiana Pacers,Miami Heat
2022-04-11T00:40:00Z,Minnesota Timberwolves,Chicago Bulls
2022-11-21T00:11:46Z,Cleveland Cavaliers,Miami Heat
2022-02-12T00:10:00Z,Indiana Pacers,Cleveland Cavaliers
2022-10-31T23:40:00Z,Brooklyn Nets,Indiana Pacers
2021-12-31T23:10:09Z,Sacramento Kings,Dallas Mavericks
2022-03-08T00:10:00Z,Detroit Pistons,Atlanta Hawks
2022-01-26T00:32:19Z,Brooklyn Nets,Los Angeles Lakers
2022-11-05T02:10:00Z,Phoenix Suns,Portland Trail Blazers
2021-10-26T02:40:00Z,Los Angeles Clippers,Portland Trail Blazers
2022-11-30T00:10:44Z,Detroit Pistons,New York Knicks
2021-10-22T23:10:00Z,Orlando Magic,New York Knicks
2022-02-09T01:10:00Z,Memphis Grizzlies,Los Angeles Clippers
2021-11-18T00:41:31Z,New York Knicks,Orlando Magic
2022-10-18T23:30:00Z,Boston Celtics,Philadelphia 76ers
2022-01-15T00:10:10Z,Detroit Pistons,Toronto Raptors
2021-12-24T02:10:55Z,Phoenix Suns,Oklahoma City Thunder
2021-11-03T23:40:00Z,Brooklyn Nets,Atlanta Hawks
2022-10-26T23:40:00Z,Milwaukee Bucks,Brooklyn Nets
2022-12-15T00:10:00Z,Orlando Magic,Atlanta Hawks
2022-11-04T23:10:58Z,Detroit Pistons,Cleveland Cavaliers
2021-11-02T23:32:35Z,Dallas Mavericks,Miami Heat
2022-10-22T00:10:00Z,Houston Rockets,Memphis Grizzlies
2022-03-28T23:30:00Z,Toronto Raptors,Boston Celtics
2022-03-05T00:10:00Z,Washington Wizards,Atlanta Hawks
2021-12-24T02:10:00Z,Utah Jazz,Minnesota Timberwolves
2021-10-26T00:10:43Z,Minnesota Timberwolves,New Orleans Pelicans
2022-11-12T03:10:00Z,Golden State Warriors,Cleveland Cavaliers
2022-02-02T01:40:00Z,San Antonio Spurs,Golden State Warriors
2022-03-05T00:40:00Z,Chicago Bulls,Milwaukee Bucks
2022-01-25T01:10:16Z,New Orleans Pelicans,Indiana Pacers
2022-02-03T00:10:24Z,Indiana Pacers,Orlando Magic
2022-03-10T01:10:00Z,Houston Rockets,Los Angeles Lakers
2022-12-08T00:45:57Z,New York Knicks,Atlanta Hawks
2022-11-02T23:40:00Z,New York Knicks,Atlanta Hawks
2022-12-11T01:10:00Z,Chicago Bulls,Dallas Mavericks
2021-11-16T00:10:37Z,Cleveland Cavaliers,Boston Celtics
2022-11-05T00:40:25Z,Dallas Mavericks,Toronto Raptors
2022-02-09T02:10:46Z,Denver Nuggets,New York Knicks
2022-02-16T01:10:00Z,Milwaukee Bucks,Indiana Pacers
