commence_time,home_team,away_team
2021-11-21T20:40:00Z,Los Angeles Clippers,Dallas Mavericks
2022-01-06T00:10:00Z,Charlotte Hornets,Detroit Pistons
2022-01-09T17:10:00Z,Brooklyn Nets,San Antonio Spurs
2022-02-08T00:10:00Z,Washington Wizards,Miami Heat
2022-02-17T02:10:49Z,Phoenix Suns,Houston Rockets
2022-03-13T23:10:00Z,Oklahoma City Thunder,Memphis Grizzlies
2022-12-13T00:10:00Z,Washington Wizards,Brooklyn Nets
2021-10-30T23:10:39Z,Detroit Pistons,Orlando Magic
2022-10-21T23:10:00Z,Charlotte Hornets,New Orleans Pelicans
2022-10-24T23:40:00Z,New York Knicks,Orlando Magic
2021-11-30T00:41:55Z,Miami Heat,Denver Nuggets
2021-12-02T01:10:00Z,New Orleans Pelicans,Dallas Mavericks
2022-03-03T01:10:00Z,Houston Rockets,Utah Jazz
2022-12-21T02:10:00Z,Phoenix Suns,Washington Wizards
2022-03-21T00:30:00Z,Golden State Warriors,San Antonio Spurs
2022-10-21T23:45:00Z,Miami Heat,Boston Celtics
2022-01-02T23:10:00Z,Boston Celtics,Orlando Magic
2021-11-08T00:10:42Z,Oklahoma City Thunder,San Antonio Spurs
2021-11-27T02:00:00Z,Denver Nuggets,Milwaukee Bucks
2022-04-06T23:10:58Z,Detroit Pistons,Dallas Mavericks
2022-01-10T02:10:00Z,Portland Trail Blazers,Sacramento Kings
2021-12-09T00:10:18Z,Indiana Pacers,New York Knicks
2022-12-06T00:40:16Z,Atlanta Hawks,Oklahoma City Thunder
2022-11-26T01:11:23Z,Boston Celtics,Sacramento Kings
2021-10-23T02:10:00Z,Sacramento Kings,Utah Jazz
2022-02-17T00:45:51Z,New York Knicks,Brooklyn Nets
2021-11-07T23:10:00Z,Sacramento Kings,Indiana Pacers
2021-11-28T00:30:00Z,Atlanta Hawks,New York Knicks
2021-11-05T23:10:00Z,Detroit Pistons,Brooklyn Nets
2022-12-24T00:30:00Z,Brooklyn Nets,Milwaukee Bucks
2022-12-22T01:10:00Z,Minnesota Timberwolves,Dallas Mavericks
2021-10-22T23:43:35Z,Boston Celtics,Toronto Raptors
2021-10-22T23:40:00Z,Philadelphia 76ers,Brooklyn Nets
2022-11-16T03:00:00Z,Sacramento Kings,Brooklyn Nets
2022-02-03T00:40:00Z,Boston Celtics,Charlotte Hornets
2022-04-21T00:10:42Z,Toronto Raptors,Philadelphia 76ers
2021-12-05T03:10:00Z,Portland Trail Blazers,Boston Celtics
2022-01-02T20:40:00Z,Toronto Raptors,New York Knicks
2022-02-05T00:10:30Z,Indiana Pacers,Chicago Bulls
2022-03-09T00:10:00Z,Charlotte Hornets,Brooklyn Nets
2021-11-21T01:10:49Z,Minnesota Timberwolves,Memphis Grizzlies
2021-11-25T01:10:00Z,Milwaukee Bucks,Detroit Pistons
2021-12-16T00:11:00Z,Orlando Magic,Atlanta Hawks
2022-03-16T23:10:00Z,Washington Wizards,Denver Nuggets
2022-11-05T23:41:37Z,New York Knicks,Boston Celtics
2022-12-04T23:11:00Z,Brooklyn Nets,Boston Celtics
2022-12-24T00:40:00Z,Atlanta Hawks,Detroit Pistons
2021-11-01T23:10:32Z,Charlotte Hornets,Cleveland Cavaliers
2022-01-20T00:42:34Z,Miami Heat,Portland Trail Blazers
2022-12-28T00:40:00Z,Boston Celtics,Houston Rockets
2022-10-26T23:11:00Z,Detroit Pistons,Atlanta Hawks
2021-11-13T01:10:00Z,New Orleans Pelicans,Brooklyn Nets
2022-10-19T23:40:00Z,Brooklyn Nets,New Orleans Pelicans
2021-11-28T00:41:08Z,Brooklyn Nets,Phoenix Suns
2022-10-25T00:10:00Z,Minnesota Timberwolves,San Antonio Spurs
2022-02-25T00:30:00Z,Brooklyn Nets,Boston Celtics
2022-03-08T03:40:00Z,Sacramento Kings,New York Knicks
2022-10-21T02:00:00Z,Los Angeles Lakers,Los Angeles Clippers
2022-12-15T01:10:00Z,Oklahoma City Thunder,Miami Heat
2023-01-03T00:10:00Z,Charlotte Hornets,Los Angeles Lakers
2022-02-27T01:12:55Z,Chicago Bulls,Memphis Grizzlies
2021-11-24T03:06:42Z,Portland Trail Blazers,Denver Nuggets
2021-12-03T01:10:00Z,Memphis Grizzlies,Oklahoma City Thunder
2022-12-03T00:41:08Z,Brooklyn Nets,Toronto Raptors
2022-12-11T01:40:00Z,Golden State Warriors,Boston Celtics
2022-01-02T23:10:34Z,Cleveland Cavaliers,Indiana Pacers
2021-11-27T00:11:02Z,Orlando Magic,Chicago Bulls
2022-02-17T00:40:00Z,Boston Celtics,Detroit Pistons
2022-03-18T23:40:00Z,New York Knicks,Washington Wizards
2021-12-07T01:11:03Z,Milwaukee Bucks,Cleveland Cavaliers
2021-12-19T00:10:00Z,Boston Celtics,New York Knicks
2022-11-03T00:10:00Z,San Antonio Spurs,Toronto Raptors
2022-04-02T00:10:00Z,Memphis Grizzlies,Phoenix Suns
2022-12-17T22:10:00Z,San Antonio Spurs,Miami Heat
2022-02-15T02:00:00Z,Utah Jazz,Houston Rockets
2022-02-26T00:10:40Z,Orlando Magic,Houston Rockets
2022-11-05T00:11:02Z,Memphis Grizzlies,Charlotte Hornets
2022-12-19T01:11:08Z,Denver Nuggets,Charlotte Hornets
2021-11-04T23:11:54Z,Detroit Pistons,Philadelphia 76ers
2022-04-07T23:32:59Z,Milwaukee Bucks,Boston Celtics
2023-01-05T00:40:00Z,Toronto Raptors,Milwaukee Bucks
2022-01-15T01:40:00Z,San Antonio Spurs,Cleveland Cavaliers
2021-12-03T00:41:03Z,New York Knicks,Chicago Bulls
2021-10-31T01:10:47Z,Minnesota Timberwolves,Denver Nuggets
2022-03-01T00:10:19Z,Orlando Magic,Indiana Pacers
2022-02-17T03:10:00Z,Golden State Warriors,Denver Nuggets
2022-01-13T02:10:22Z,Utah Jazz,Cleveland Cavaliers
2021-12-18T02:00:00Z,Utah Jazz,San Antonio Spurs
2022-04-17T17:02:58Z,Miami Heat,Atlanta Hawks
2022-01-01T00:40:36Z,Cleveland Cavaliers,Atlanta Hawks
2022-04-04T01:11:04Z,Sacramento Kings,Golden State Warriors
2022-01-23T23:10:00Z,Orlando Magic,Chicago Bulls
2022-01-02T00:10:00Z,Washington Wizards,Chicago Bulls
2022-12-08T01:10:20Z,New Orleans Pelicans,Detroit Pistons
2021-12-28T03:40:00Z,Los Angeles Clippers,Brooklyn Nets
2022-11-22T01:10:00Z,Minnesota Timberwolves,Miami Heat
2021-11-19T00:40:00Z,Miami Heat,Washington Wizards
2021-10-29T00:40:00Z,Dallas Mavericks,San Antonio Spurs
2022-02-03T03:10:00Z,Sacramento Kings,Brooklyn Nets
2022-11-08T03:15:38Z,Utah Jazz,Los Angeles Lakers
2022-01-16T02:10:00Z,Denver Nuggets,Los Angeles Lakers
2022-04-10T00:40:36Z,San Antonio Spurs,Golden State Warriors
2022-12-24T01:00:00Z,Miami Heat,Indiana Pacers
2022-02-16T00:40:25Z,Atlanta Hawks,Cleveland Cavaliers
2022-02-10T00:45:24Z,Charlotte Hornets,Chicago Bulls
2022-03-02T03:00:00Z,Los Angeles Lakers,Dallas Mavericks
2022-03-05T22:10:35Z,Dallas Mavericks,Sacramento Kings
2022-03-22T23:10:00Z,Orlando Magic,Golden State Warriors
2021-12-14T01:10:05Z,Memphis Grizzlies,Philadelphia 76ers
2022-11-08T00:45:42Z,Indiana Pacers,New Orleans Pelicans
2022-12-06T01:10:40Z,Memphis Grizzlies,Miami Heat
2022-11-29T00:00:00Z,Philadelphia 76ers,Atlanta Hawks
2022-11-12T01:10:00Z,San Antonio Spurs,Milwaukee Bucks
2022-01-17T23:02:00Z,Atlanta Hawks,Milwaukee Bucks
2022-12-18T23:10:00Z,Detroit Pistons,Brooklyn Nets
2021-10-30T02:10:45Z,Denver Nuggets,Dallas Mavericks
2021-10-29T23:10:00Z,Toronto Raptors,Orlando Magic
2021-12-04T01:41:14Z,Dallas Mavericks,New Orleans Pelicans
2022-04-08T23:05:00Z,Washington Wizards,New York Knicks
2022-11-13T01:40:00Z,New Orleans Pelicans,Houston Rockets
2022-04-09T02:30:00Z,Los Angeles Lakers,Oklahoma City Thunder
2022-05-24T00:30:00Z,Boston Celtics,Miami Heat
2022-11-29T00:41:49Z,Boston Celtics,Charlotte Hornets
2022-11-30T00:00:00Z,Detroit Pistons,New York Knicks
2022-12-11T03:10:00Z,Portland Trail Blazers,Minnesota Timberwolves
2022-01-01T00:40:29Z,Toronto Raptors,Los Angeles Clippers
2022-11-24T00:40:00Z,Atlanta Hawks,Sacramento Kings
2022-01-22T00:10:00Z,Charlotte Hornets,Oklahoma City Thunder
2022-03-30T23:40:30Z,New York Knicks,Charlotte Hornets
2022-11-19T03:00:00Z,Golden State Warriors,New York Knicks
2021-10-30T23:10:00Z,Detroit Pistons,Orlando Magic
2022-03-22T00:10:00Z,Houston Rockets,Washington Wizards
2022-12-03T23:10:28Z,Charlotte Hornets,Milwaukee Bucks
2021-12-23T01:10:29Z,Oklahoma City Thunder,Denver Nuggets
2022-11-19T01:00:00Z,Chicago Bulls,Orlando Magic
2021-12-11T20:40:00Z,Los Angeles Clippers,Orlando Magic
2022-12-14T00:10:00Z,Philadelphia 76ers,Sacramento Kings
2021-11-13T01:10:39Z,New Orleans Pelicans,Brooklyn Nets
2022-11-08T01:02:00Z,Philadelphia 76ers,Phoenix Suns
2022-03-04T00:30:00Z,Brooklyn Nets,Miami Heat
2021-10-26T00:10:00Z,Minnesota Timberwolves,New Orleans Pelicans
2022-11-11T00:40:00Z,Miami Heat,Charlotte Hornets
2022-10-22T23:15:00Z,Orlando Magic,Boston Celtics
2021-10-20T23:30:00Z,New York Knicks,Boston Celtics
2022-11-12T02:40:00Z,Memphis Grizzlies,Minnesota Timberwolves
2022-11-19T01:10:19Z,Chicago Bulls,Orlando Magic
2022-04-01T23:12:52Z,Washington Wizards,Dallas Mavericks
2022-01-17T01:10:00Z,Denver Nuggets,Utah Jazz
2022-02-06T00:10:52Z,Washington Wizards,Phoenix Suns
2022-03-01T00:40:55Z,Brooklyn Nets,Toronto Raptors
2021-11-03T23:10:18Z,Indiana Pacers,New York Knicks
2022-06-14T01:00:00Z,Golden State Warriors,Boston Celtics
2022-02-17T01:10:12Z,Oklahoma City Thunder,San Antonio Spurs
2021-10-21T23:32:18Z,Atlanta Hawks,Dallas Mavericks
2022-12-23T01:10:00Z,New Orleans Pelicans,San Antonio Spurs
2022-02-09T03:05:00Z,Los Angeles Lakers,Milwaukee Bucks
2022-03-08T00:10:00Z,Philadelphia 76ers,Chicago Bulls
2022-02-01T00:30:00Z,Atlanta Hawks,Toronto Raptors
2021-10-26T02:35:00Z,Los Angeles Clippers,Portland Trail Blazers
2022-02-15T01:10:48Z,Milwaukee Bucks,Portland Trail Blazers
2022-04-06T02:10:54Z,Sacramento Kings,New Orleans Pelicans
2022-10-31T23:10:03Z,Charlotte Hornets,Sacramento Kings
2022-01-17T23:10:13Z,Atlanta Hawks,Milwaukee Bucks
2022-02-05T00:10:00Z,Indiana Pacers,Chicago Bulls
2022-02-15T00:40:00Z,Brooklyn Nets,Sacramento Kings
2021-11-27T02:00:00Z,Utah Jazz,New Orleans Pelicans
2022-03-22T23:30:00Z,New York Knicks,Atlanta Hawks
2022-01-04T01:10:00Z,Milwaukee Bucks,Detroit Pistons
2022-04-03T21:10:00Z,Indiana Pacers,Detroit Pistons
2022-12-13T01:40:00Z,Dallas Mavericks,Oklahoma City Thunder
2022-10-25T00:10:00Z,Chicago Bulls,Boston Celtics
2022-12-18T01:10:00Z,Cleveland Cavaliers,Dallas Mavericks
2022-12-31T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2022-01-02T00:41:05Z,Brooklyn Nets,Los Angeles Clippers
2022-11-12T21:10:00Z,Los Angeles Clippers,Brooklyn Nets
2022-10-28T23:10:00Z,Orlando Magic,Charlotte Hornets
2021-11-18T00:40:45Z,Brooklyn Nets,Cleveland Cavaliers
2022-12-10T00:40:00Z,Brooklyn Nets,Atlanta Hawks
2022-10-31T23:41:01Z,Toronto Raptors,Atlanta Hawks
2022-10-20T01:10:00Z,Utah Jazz,Denver Nuggets
2022-04-05T23:10:51Z,Indiana Pacers,Philadelphia 76ers
2021-12-04T02:10:42Z,Utah Jazz,Boston Celtics
2022-11-07T03:10:00Z,Los Angeles Clippers,Utah Jazz
2022-05-03T23:02:55Z,Boston Celtics,Milwaukee Bucks
2022-11-20T23:11:00Z,Sacramento Kings,Detroit Pistons
2022-03-19T00:10:00Z,Houston Rockets,Indiana Pacers
2022-01-05T00:41:50Z,New York Knicks,Indiana Pacers
2022-11-23T01:10:00Z,Memphis Grizzlies,Sacramento Kings
2021-12-18T01:10:00Z,New Orleans Pelicans,Milwaukee Bucks
2022-11-24T00:45:43Z,Boston Celtics,Dallas Mavericks
2022-12-03T23:10:00Z,Charlotte Hornets,Milwaukee Bucks
2022-11-08T03:30:00Z,Los Angeles Clippers,Cleveland Cavaliers
2022-04-10T01:40:00Z,Los Angeles Clippers,Sacramento Kings
2021-10-21T00:00:00Z,Minnesota Timberwolves,Houston Rockets
2021-11-27T01:10:31Z,Oklahoma City Thunder,Washington Wizards
2021-12-07T00:11:35Z,Detroit Pistons,Oklahoma City Thunder
2022-12-18T01:11:39Z,Houston Rockets,Portland Trail Blazers
2022-03-16T23:40:00Z,Brooklyn Nets,Dallas Mavericks
2021-11-13T01:11:26Z,Houston Rockets,Portland Trail Blazers
2021-10-26T23:33:14Z,New York Knicks,Philadelphia 76ers
2021-11-25T01:10:34Z,Oklahoma City Thunder,Utah Jazz
2022-02-09T00:40:45Z,Atlanta Hawks,Indiana Pacers
2022-11-16T00:30:00Z,New Orleans Pelicans,Memphis Grizzlies
2021-11-03T23:10:00Z,Indiana Pacers,New York Knicks
2022-01-09T00:10:00Z,Indiana Pacers,Utah Jazz
2022-03-03T02:10:00Z,Denver Nuggets,Oklahoma City Thunder
2021-11-21T01:10:56Z,Milwaukee Bucks,Orlando Magic
2021-11-30T01:40:27Z,San Antonio Spurs,Washington Wizards
2022-12-26T01:10:00Z,Golden State Warriors,Memphis Grizzlies
2022-03-05T01:10:26Z,Oklahoma City Thunder,Minnesota Timberwolves
2021-10-30T02:10:00Z,Denver Nuggets,Dallas Mavericks
2022-02-11T01:40:00Z,Dallas Mavericks,Los Angeles Clippers
2022-04-07T23:11:37Z,Charlotte Hornets,Orlando Magic
2022-01-18T00:43:20Z,Miami Heat,Toronto Raptors
2021-11-28T01:00:00Z,Houston Rockets,Charlotte Hornets
2022-03-18T23:40:00Z,Toronto Raptors,Los Angeles Lakers
2022-12-11T23:12:33Z,New York Knicks,Sacramento Kings
2021-10-22T23:15:46Z,Washington Wizards,Indiana Pacers
2022-11-01T00:10:26Z,Milwaukee Bucks,Detroit Pistons
2022-04-24T23:18:40Z,Atlanta Hawks,Miami Heat
2021-11-23T01:10:00Z,Milwaukee Bucks,Orlando Magic
2022-05-13T23:30:00Z,Milwaukee Bucks,Boston Celtics
2022-01-09T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2022-11-05T00:40:00Z,New Orleans Pelicans,Golden State Warriors
2022-11-08T01:10:00Z,Philadelphia 76ers,Phoenix Suns
2022-12-29T00:30:00Z,Atlanta Hawks,Brooklyn Nets
2022-12-31T03:14:00Z,Sacramento Kings,Utah Jazz
2023-01-01T02:10:00Z,Utah Jazz,Miami Heat
2022-12-06T00:00:00Z,Orlando Magic,Milwaukee Bucks
2022-12-10T00:40:00Z,Cleveland Cavaliers,Sacramento Kings
2021-11-19T01:10:00Z,Minnesota Timberwolves,San Antonio Spurs
2022-11-01T23:37:00Z,Brooklyn Nets,Chicago Bulls
2021-11-22T01:10:22Z,Chicago Bulls,New York Knicks
2022-03-16T23:10:00Z,Cleveland Cavaliers,Philadelphia 76ers
2022-03-22T00:10:00Z,Oklahoma City Thunder,Boston Celtics
2022-11-10T03:10:00Z,Los Angeles Clippers,Los Angeles Lakers
2022-04-07T00:10:43Z,Atlanta Hawks,Washington Wizards
2022-03-29T23:10:00Z,Philadelphia 76ers,Milwaukee Bucks
2021-11-27T00:00:00Z,New York Knicks,Phoenix Suns
2022-12-17T01:40:44Z,Dallas Mavericks,Portland Trail Blazers
2022-11-13T17:10:00Z,New York Knicks,Oklahoma City Thunder
2022-04-02T00:11:38Z,Milwaukee Bucks,Los Angeles Clippers
2021-11-11T00:40:00Z,Boston Celtics,Toronto Raptors
2022-11-21T00:10:00Z,Houston Rockets,Golden State Warriors
2021-12-28T03:10:00Z,Portland Trail Blazers,Dallas Mavericks
2022-11-20T20:40:00Z,Phoenix Suns,New York Knicks
2021-12-14T02:11:10Z,Denver Nuggets,Washington Wizards
2022-02-09T00:10:50Z,Philadelphia 76ers,Phoenix Suns
2022-03-28T23:43:15Z,New York Knicks,Chicago Bulls
2022-12-24T01:10:00Z,Oklahoma City Thunder,New Orleans Pelicans
2021-12-14T03:40:00Z,Los Angeles Clippers,Phoenix Suns
2022-01-04T01:40:00Z,Dallas Mavericks,Denver Nuggets
2021-11-20T00:12:18Z,Charlotte Hornets,Indiana Pacers
2021-12-19T23:10:12Z,Sacramento Kings,San Antonio Spurs
2022-04-12T23:06:31Z,Brooklyn Nets,Cleveland Cavaliers
2021-11-14T00:10:00Z,Indiana Pacers,Philadelphia 76ers
2021-10-28T00:10:51Z,Milwaukee Bucks,Minnesota Timberwolves
2021-11-13T01:40:14Z,San Antonio Spurs,Dallas Mavericks
2022-12-18T01:10:06Z,Oklahoma City Thunder,Memphis Grizzlies
2022-03-20T22:10:17Z,Orlando Magic,Oklahoma City Thunder
2021-12-29T01:10:43Z,Houston Rockets,Los Angeles Lakers
2022-03-10T03:10:23Z,Sacramento Kings,Denver Nuggets
2022-04-20T00:30:00Z,Memphis Grizzlies,Minnesota Timberwolves
2022-11-08T01:30:00Z,Miami Heat,Portland Trail Blazers
2021-12-01T03:10:00Z,Sacramento Kings,Los Angeles Lakers
2022-02-03T03:10:44Z,Sacramento Kings,Brooklyn Nets
2022-12-06T00:10:00Z,Orlando Magic,Milwaukee Bucks
2021-10-27T00:42:45Z,Dallas Mavericks,Houston Rockets
2021-11-11T02:10:51Z,Denver Nuggets,Indiana Pacers
2022-05-04T23:33:22Z,Miami Heat,Philadelphia 76ers
2022-01-21T03:00:00Z,Golden State Warriors,Indiana Pacers
2022-04-08T00:10:00Z,New Orleans Pelicans,Portland Trail Blazers
2022-03-24T02:10:00Z,Los Angeles Lakers,Philadelphia 76ers
2022-10-27T23:41:00Z,Brooklyn Nets,Dallas Mavericks
2021-12-18T03:10:00Z,Portland Trail Blazers,Charlotte Hornets
2022-02-16T01:10:00Z,Minnesota Timberwolves,Charlotte Hornets
2021-12-22T00:42:21Z,New York Knicks,Detroit Pistons
2022-01-24T00:10:00Z,San Antonio Spurs,Philadelphia 76ers
2021-11-30T00:10:57Z,Philadelphia 76ers,Orlando Magic
2021-12-18T01:10:38Z,New Orleans Pelicans,Milwaukee Bucks
2022-03-02T00:11:21Z,Washington Wizards,Detroit Pistons
2022-03-21T23:10:27Z,Charlotte Hornets,New Orleans Pelicans
2022-01-29T01:41:36Z,San Antonio Spurs,Chicago Bulls
2022-10-24T02:10:00Z,Los Angeles Clippers,Phoenix Suns
2022-12-04T23:10:00Z,Sacramento Kings,Chicago Bulls
2021-12-21T01:11:25Z,Memphis Grizzlies,Oklahoma City Thunder
2022-10-27T01:10:00Z,Utah Jazz,Houston Rockets
2022-11-19T00:10:00Z,Washington Wizards,Miami Heat
2022-11-26T22:15:00Z,Toronto Raptors,Dallas Mavericks
2022-12-08T01:10:20Z,Milwaukee Bucks,Sacramento Kings
2021-11-28T01:40:00Z,Dallas Mavericks,Washington Wizards
2021-12-07T00:10:27Z,Indiana Pacers,Washington Wizards
2022-04-02T00:10:00Z,Houston Rockets,Sacramento Kings
2021-11-21T00:40:54Z,Atlanta Hawks,Charlotte Hornets
2022-11-04T00:10:00Z,Oklahoma City Thunder,Denver Nuggets
2022-02-18T01:30:00Z,Milwaukee Bucks,Philadelphia 76ers
2023-01-05T00:10:00Z,Cleveland Cavaliers,Phoenix Suns
2022-01-22T01:10:53Z,Washington Wizards,Toronto Raptors
2022-11-19T00:46:09Z,Philadelphia 76ers,Milwaukee Bucks
2022-01-20T03:10:52Z,Denver Nuggets,Los Angeles Clippers
2023-01-06T01:10:00Z,Houston Rockets,Utah Jazz
2022-12-13T00:11:50Z,Indiana Pacers,Miami Heat
2022-02-01T00:40:00Z,Boston Celtics,Miami Heat
2021-12-09T01:10:11Z,Memphis Grizzlies,Dallas Mavericks
2021-11-03T23:10:00Z,Philadelphia 76ers,Chicago Bulls
2022-03-10T01:10:14Z,Milwaukee Bucks,Atlanta Hawks
2022-02-18T00:40:31Z,Brooklyn Nets,Washington Wizards
2021-11-10T00:35:00Z,Philadelphia 76ers,Milwaukee Bucks
2021-12-02T00:10:00Z,Indiana Pacers,Atlanta Hawks
2022-03-28T23:10:04Z,Cleveland Cavaliers,Orlando Magic
2021-10-21T00:10:00Z,Minnesota Timberwolves,Houston Rockets
2022-11-08T03:15:00Z,Utah Jazz,Los Angeles Lakers
2022-12-17T00:10:00Z,Charlotte Hornets,Atlanta Hawks
2022-02-11T00:40:00Z,New Orleans Pelicans,Miami Heat
2021-11-05T23:10:00Z,Washington Wizards,Memphis Grizzlies
2022-01-05T01:10:00Z,New Orleans Pelicans,Phoenix Suns
2022-04-20T23:00:00Z,Boston Celtics,Brooklyn Nets
2022-11-17T00:45:01Z,Atlanta Hawks,Boston Celtics
2022-03-09T01:10:00Z,Oklahoma City Thunder,Milwaukee Bucks
2022-03-29T23:30:00Z,Dallas Mavericks,Los Angeles Lakers
2022-11-29T01:10:12Z,New Orleans Pelicans,Oklahoma City Thunder
2021-10-30T21:11:22Z,Washington Wizards,Boston Celtics
2022-04-01T23:10:00Z,Orlando Magic,Toronto Raptors
2022-04-07T23:10:00Z,Charlotte Hornets,Orlando Magic
2021-12-22T01:40:00Z,Dallas Mavericks,Minnesota Timberwolves
2022-11-08T00:45:00Z,Indiana Pacers,New Orleans Pelicans
2022-12-27T01:35:00Z,San Antonio Spurs,Utah Jazz
2021-11-30T01:10:23Z,Minnesota Timberwolves,Indiana Pacers
2021-11-06T23:42:26Z,Miami Heat,Utah Jazz
2022-11-24T00:40:00Z,Boston Celtics,Dallas Mavericks
2021-11-21T00:10:00Z,Indiana Pacers,New Orleans Pelicans
2021-12-04T01:11:07Z,Houston Rockets,Orlando Magic
2022-11-29T00:41:10Z,Toronto Raptors,Cleveland Cavaliers
2023-01-03T00:10:00Z,Cleveland Cavaliers,Chicago Bulls
2021-10-20T23:15:00Z,Charlotte Hornets,Indiana Pacers
2022-03-13T02:10:00Z,Denver Nuggets,Toronto Raptors
2022-03-20T00:10:00Z,Cleveland Cavaliers,Detroit Pistons
2022-11-26T02:10:35Z,Phoenix Suns,Detroit Pistons
2022-03-25T23:10:00Z,Charlotte Hornets,Utah Jazz
2022-03-06T18:10:59Z,Boston Celtics,Brooklyn Nets
2021-11-03T23:11:24Z,Cleveland Cavaliers,Portland Trail Blazers
2022-02-13T00:40:00Z,Philadelphia 76ers,Cleveland Cavaliers
2022-11-08T03:40:00Z,Los Angeles Clippers,Cleveland Cavaliers
2022-04-09T17:10:00Z,Philadelphia 76ers,Indiana Pacers
2022-03-29T02:10:00Z,Portland Trail Blazers,Oklahoma City Thunder
2022-02-05T00:10:00Z,Detroit Pistons,Boston Celtics
2022-12-04T01:10:58Z,Minnesota Timberwolves,Oklahoma City Thunder
2022-12-20T02:10:32Z,Phoenix Suns,Los Angeles Lakers
2021-12-16T01:10:00Z,Oklahoma City Thunder,New Orleans Pelicans
2022-12-13T00:11:17Z,Washington Wizards,Brooklyn Nets
2022-12-03T01:10:15Z,San Antonio Spurs,New Orleans Pelicans
2022-03-09T00:11:00Z,Indiana Pacers,Cleveland Cavaliers
2021-12-05T01:40:45Z,Dallas Mavericks,Memphis Grizzlies
2022-01-09T00:10:23Z,Indiana Pacers,Utah Jazz
2021-11-04T00:10:00Z,Memphis Grizzlies,Denver Nuggets
2022-03-15T23:10:00Z,Orlando Magic,Brooklyn Nets
2021-11-30T01:10:37Z,Chicago Bulls,Charlotte Hornets
2022-04-16T02:05:00Z,Los Angeles Clippers,New Orleans Pelicans
2022-03-13T22:11:00Z,Orlando Magic,Philadelphia 76ers
2022-10-22T23:10:16Z,Indiana Pacers,Detroit Pistons
2021-12-02T00:40:00Z,Boston Celtics,Philadelphia 76ers
2021-11-13T02:10:58Z,Denver Nuggets,Atlanta Hawks
2022-11-12T00:42:27Z,New York Knicks,Detroit Pistons
2021-10-27T00:10:00Z,Oklahoma City Thunder,Golden State Warriors
2022-12-17T00:40:58Z,Toronto Raptors,Brooklyn Nets
2022-12-03T00:40:00Z,Brooklyn Nets,Toronto Raptors
2022-03-04T01:40:19Z,Dallas Mavericks,Golden State Warriors
2022-01-31T00:10:42Z,Orlando Magic,Dallas Mavericks
2022-01-22T00:40:00Z,Atlanta Hawks,Miami Heat
2021-10-25T23:40:36Z,Atlanta Hawks,Detroit Pistons
2022-03-21T23:10:00Z,Charlotte Hornets,New Orleans Pelicans
2021-10-20T02:00:00Z,Los Angeles Lakers,Golden State Warriors
2022-03-17T01:10:09Z,Utah Jazz,Chicago Bulls
2022-04-11T01:40:00Z,Phoenix Suns,Sacramento Kings
2022-02-08T01:10:00Z,Chicago Bulls,Phoenix Suns
2022-03-16T23:45:00Z,Brooklyn Nets,Dallas Mavericks
2022-01-14T03:00:00Z,Denver Nuggets,Portland Trail Blazers
2021-10-22T00:00:00Z,Miami Heat,Milwaukee Bucks
2022-11-12T00:11:06Z,Orlando Magic,Phoenix Suns
2022-11-24T00:40:00Z,Toronto Raptors,Brooklyn Nets
2021-12-09T00:45:28Z,Miami Heat,Milwaukee Bucks
2021-12-05T01:10:00Z,Brooklyn Nets,Chicago Bulls
2021-11-22T01:10:00Z,Chicago Bulls,New York Knicks
2022-10-25T23:33:00Z,New Orleans Pelicans,Dallas Mavericks
2022-11-08T02:30:00Z,San Antonio Spurs,Denver Nuggets
2022-02-26T02:10:32Z,Utah Jazz,Dallas Mavericks
2022-12-10T00:10:00Z,Orlando Magic,Toronto Raptors
2021-10-30T23:40:00Z,Philadelphia 76ers,Atlanta Hawks
2022-03-21T00:10:00Z,Denver Nuggets,Boston Celtics
2022-03-29T23:40:00Z,Brooklyn Nets,Detroit Pistons
2022-12-10T00:10:05Z,Charlotte Hornets,New York Knicks
2022-10-25T00:11:41Z,Houston Rockets,Utah Jazz
2022-03-28T23:11:04Z,Indiana Pacers,Atlanta Hawks
2022-03-26T21:10:33Z,New Orleans Pelicans,San Antonio Spurs
2022-12-06T00:40:00Z,Atlanta Hawks,Oklahoma City Thunder
2022-04-15T23:35:00Z,Cleveland Cavaliers,Atlanta Hawks
2022-12-20T03:10:00Z,Sacramento Kings,Charlotte Hornets
2022-04-23T18:02:57Z,Toronto Raptors,Philadelphia 76ers
2022-10-28T23:10:48Z,Orlando Magic,Charlotte Hornets
2021-11-04T23:10:00Z,Detroit Pistons,Philadelphia 76ers
2021-11-25T01:10:00Z,New Orleans Pelicans,Washington Wizards
2022-12-17T00:40:00Z,Boston Celtics,Orlando Magic
2022-03-20T19:40:00Z,Houston Rockets,Memphis Grizzlies
2022-12-27T00:10:00Z,Cleveland Cavaliers,Brooklyn Nets
2021-12-14T00:10:48Z,Indiana Pacers,Golden State Warriors
2022-12-06T00:41:20Z,Toronto Raptors,Boston Celtics
2022-11-29T02:10:00Z,Denver Nuggets,Houston Rockets
2022-01-22T03:10:00Z,Golden State Warriors,Houston Rockets
2022-02-10T03:10:00Z,Sacramento Kings,Minnesota Timberwolves
